Loading data...
Found 1731 confirmed mismatches to relabel
Caching reference images...
  Cached 346 reference images
To process: 1731
  [1/1731] ✓ ann    29: C:100 O:100 G:100 agree EVERGOOD CLASSIC HELE BØN -> 100(EVERGOOD CLASSIC FIL) (0.1/s, ETA:194m)
  [1303/1731] ? ann 30239: C:42 O:None G:None split FLATBRØD 190G IDEAL -> 42(KNEKKS KJEKS M/SPELT) (0.3/s, ETA:26m)
  [1304/1731] ? ann 15359: C:68 O:None G:None split BERIT GRANOLA M/PUFFET HA -> 68(MAISKAKER SOURCREAM&) (0.3/s, ETA:26m)
  [1305/1731] ? ann 19754: C:39 O:38 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:26m)
  [1306/1731] ? ann 31112: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:26m)
  [1307/1731] ✓ ann  1932: C:9 O:9 G:9 agree AMERICANO 16 KAPSLER DOLC -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:26m)
  [1308/1731] ? ann 19252: C:109 O:246 G:None split HAVREKNEKKEBRØD TYNT 265G -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:26m)
  [1309/1731] ? ann 18195: C:161 O:186 G:None split HAVREGRØT ROSIN&VANILJE 5 -> 161(HAVRERINGER 250G SYN) (0.3/s, ETA:26m)
  [1310/1731] ? ann  8291: C:81 O:None G:128 split SOFT FLORA ORIGINAL 540G -> 81(GRØNN TE CHAI 25POS ) (0.3/s, ETA:26m)
  [1311/1731] ? ann 23631: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:26m)
  [1312/1731] ? ann 20984: C:130 O:296 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:26m)
  [1313/1731] ? ann 24538: C:345 O:None G:7 split SANDWICH CHEESE HERBS 30G -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:26m)
  [1314/1731] ? ann 17990: C:79 O:261 G:None split MUSLI ENERGI 675G AXA -> 79(PANNEKAKER GROVE STE) (0.3/s, ETA:26m)
  [1315/1731] ? ann  2923: C:256 O:None G:None split EVERGOOD CLASSIC KOKMALT  -> 256(KAFFEFILTER PRESSKAN) (0.3/s, ETA:26m)
  [1316/1731] ? ann  6824: C:172 O:None G:None split NESCAFE GULL 100G REFILL -> 172(FRIELE INSTANT GULL ) (0.3/s, ETA:26m)
  [1317/1731] ✓ ann 26998: C:244 O:244 G:None agree KNEKKEBRØD SPORT+ 210G WA -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:26m)
  [1318/1731] ? ann 27812: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:25m)
  [1319/1731] ✓ ann   773: C:259 O:136 G:259 agree SJOKOLADEDRIKK 10PK 320G  -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:25m)
  [1320/1731] ? ann 12713: C:2 O:29 G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:25m)
  [1321/1731] ? ann 21397: C:116 O:338 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:25m)
  [1322/1731] ? ann 32348: C:21 O:86 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 21(KNEKKEBRØD RUNDA SES) (0.3/s, ETA:25m)
  [1323/1731] ? ann  6967: C:17 O:100 G:None split EVERGOOD DARK ROAST FILTE -> 17(KNEKKEBRØD GL.FRI 15) (0.3/s, ETA:25m)
  [1324/1731] ? ann  6919: C:17 O:None G:49 split EVERGOOD CLASSIC KOKMALT  -> 17(KNEKKEBRØD GL.FRI 15) (0.3/s, ETA:25m)
  [1325/1731] ✓ ann 10466: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:25m)
  [1326/1731] ? ann 19239: C:130 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:25m)
  [1327/1731] ✓ ann 13956: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:25m)
  [1328/1731] ? ann  3729: C:49 O:100 G:None split EVERGOOD DARK ROAST HELE  -> 49(EVERGOOD DARK ROAST ) (0.3/s, ETA:25m)
  [1329/1731] ✓ ann 18359: C:2 O:2 G:None agree CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:25m)
  [1330/1731] ? ann 27971: C:147 O:None G:None split HAVRE KNEKKEBRØD 300G WAS -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:25m)
  [1331/1731] ? ann 32622: C:62 O:246 G:None split FRUKOST FULLKORN 320G WAS -> 62(KAVRINGER 350G WASA) (0.3/s, ETA:25m)
  [1332/1731] ? ann 26141: C:282 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 282(FILTERPOSER NR.4 200) (0.3/s, ETA:25m)
  [1333/1731] ✓ ann 21215: C:147 O:None G:147 agree SURDEIG KNEKKEBRØD WASA -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:25m)
  [1334/1731] ? ann 30410: C:265 O:132 G:None split KNEKKEBRØD SPORT+ 210G WA -> 265(MELLOMBAR SUKKERFRI ) (0.3/s, ETA:24m)
  [1335/1731] ? ann  1154: C:56 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:24m)
  [1336/1731] ? ann  6154: C:87 O:None G:None split SOLBÆR TE 25POS TWININGS -> 87(SPICY INDIAN CHAI TE) (0.3/s, ETA:24m)
  [1337/1731] ? ann 10808: C:47 O:None G:78 split SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:24m)
  [1338/1731] ? ann 15122: C:187 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:24m)
  [1339/1731] ✓ ann  5014: C:298 O:160 G:160 agree ALI ORIGINAL FILTERMALT 2 -> 160(ALI ORIGINAL KOKMALT) (0.3/s, ETA:24m)
  [1340/1731] ? ann 19152: C:130 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:24m)
  [1341/1731] ? ann  3001: C:9 O:None G:None split NESCAFE LATTE 144G -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:24m)
  [1342/1731] ? ann 19816: C:39 O:271 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:24m)
  [1343/1731] ✓ ann 34139: C:271 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:24m)
  [1344/1731] ? ann   854: C:83 O:None G:None split GRØNN MINT TE 20POS LIPTO -> 83(BLACK TEA PEACG&MANG) (0.3/s, ETA:24m)
  [1345/1731] ? ann 24355: C:132 O:86 G:None split FIBER BALANCE 230G WASA -> 132(FRUKOST FULLKORN 320) (0.3/s, ETA:24m)
  [1346/1731] ✓ ann 13529: C:70 O:50 G:50 agree GRANOLA MED JORDBÆR 390G  -> 50(BERIT GRANOLA M/PUFF) (0.3/s, ETA:24m)
  [1347/1731] ? ann 26946: C:184 O:12 G:207 split LEKSANDS KNEKKE GODT STEK -> 184(EARL GREY TEA 200G T) (0.3/s, ETA:24m)
  [1348/1731] ? ann 20551: C:130 O:246 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:24m)
  [1349/1731] ✓ ann 24478: C:294 O:13 G:13 agree GRISSINI HVITLØK 125G GRA -> 13(GRISSINI 125G GRANFO) (0.3/s, ETA:24m)
  [1350/1731] ? ann 26270: C:338 O:84 G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:24m)
  [1351/1731] ? ann 24265: C:227 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 227(STORFE ENTRECOTE 180) (0.3/s, ETA:23m)
  [1352/1731] ✓ ann 29306: C:52 O:52 G:None agree FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:23m)
  [1353/1731] ✓ ann 26454: C:212 O:86 G:86 agree HAVREKNEKKEBRØD TYNT 265G -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:23m)
  [1354/1731] ✓ ann 30390: C:271 O:271 G:None agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:23m)
  [1355/1731] ? ann  4786: C:64 O:None G:None split FOREST FRUIT TEA 20POS LI -> 64(TASSIMO EVERGOOD CLA) (0.3/s, ETA:23m)
  [1356/1731] ? ann    34: C:31 O:100 G:None split ALI MØRKBRENT FILTERMALT  -> 31(TASSIMO EVERGOOD DAR) (0.3/s, ETA:23m)
  [1357/1731] ? ann   755: C:243 O:None G:162 split FRIELE FROKOST FILTERMALT -> 243(RYVITA KNEKKEBRØD RU) (0.3/s, ETA:23m)
  [1358/1731] ✓ ann  3481: C:49 O:49 G:49 agree EVERGOOD DARK ROAST PRESS -> 49(EVERGOOD DARK ROAST ) (0.3/s, ETA:23m)
  [1359/1731] ✓ ann 18409: C:197 O:197 G:2 agree CHEERIOS MULTI 375G NESTL -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:23m)
  [1360/1731] ✓ ann 24479: C:294 O:13 G:13 agree GRISSINI HVITLØK 125G GRA -> 13(GRISSINI 125G GRANFO) (0.3/s, ETA:23m)
  [1361/1731] ✓ ann 13955: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:23m)
  [1362/1731] ✓ ann  7920: C:237 O:72 G:72 agree EGG FRITTGÅENDE M/L 6PK P -> 72(EGG FRITTGÅENDE 12ST) (0.3/s, ETA:23m)
  [1363/1731] ✓ ann  1093: C:304 O:304 G:304 agree EVERGOOD CLASSIC FILTERMA -> 304(EVERGOOD CLASSIC KOK) (0.3/s, ETA:23m)
  [1364/1731] ✓ ann 11110: C:75 O:75 G:194 agree MÜSLI HASSELNØTT 600G AXA -> 75(CRUESLI 4 NUTS 450G ) (0.3/s, ETA:23m)
  [1365/1731] ✓ ann   129: C:49 O:49 G:49 agree ALI MØRKBRENT FILTERMALT  -> 49(EVERGOOD DARK ROAST ) (0.3/s, ETA:23m)
  [1366/1731] ✓ ann  1623: C:171 O:171 G:None agree ALI ORIGINAL KAFFEPUTER 1 -> 171(ALI ORIGINAL FILTERM) (0.3/s, ETA:23m)
  [1367/1731] ? ann  3488: C:31 O:49 G:None split EVERGOOD KOFFEINFRI FILTE -> 31(TASSIMO EVERGOOD DAR) (0.3/s, ETA:22m)
  [1368/1731] ? ann 22446: C:345 O:212 G:92 split KNEKKEBRØD SOLSIKKE GL.FR -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:22m)
  [1369/1731] ✓ ann 19633: C:345 O:92 G:92 agree KNEKKEBRØD HAVRE 220G SIG -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:22m)
  [1370/1731] ? ann 13164: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:22m)
  [1371/1731] ? ann  8292: C:199 O:None G:None split SOFT FLORA ORIGINAL 540G -> 199(GREEN CEYLON TE ØKOL) (0.3/s, ETA:22m)
  [1372/1731] ? ann 10973: C:116 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:22m)
  [1373/1731] ✓ ann 15942: C:108 O:108 G:108 agree SVARTHAVRERIS ØKOLOGISK D -> 108(MUSLI M/BELGISK SJOK) (0.3/s, ETA:22m)
  [1374/1731] ? ann 19022: C:211 O:None G:94 split HAVREKNEKKEBRØD TYNT 265G -> 211(BJØRN HAVREMEL 1KG A) (0.3/s, ETA:22m)
  [1375/1731] ? ann 21385: C:338 O:246 G:None split KNEKKEBRØD SPORT+ 210G WA -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:22m)
  [1376/1731] ? ann 21743: C:236 O:246 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 236(LEKSANDS KNEKKE RUTB) (0.3/s, ETA:22m)
  [1377/1731] ✓ ann 31728: C:39 O:246 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:22m)
  [1378/1731] ? ann 18361: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:22m)
  [1379/1731] ? ann  2268: C:100 O:225 G:None split EVERGOOD DARK ROAST PRESS -> 100(EVERGOOD CLASSIC FIL) (0.3/s, ETA:22m)
  [1380/1731] ? ann 17734: C:2 O:181 G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:22m)
  [1381/1731] ✓ ann 17735: C:2 O:181 G:181 agree CHEERIOS MULTI 375G NESTL -> 181(CHEERIOS HAVRE 375G ) (0.3/s, ETA:22m)
  [1382/1731] ? ann 18360: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:22m)
  [1383/1731] ? ann 29459: C:265 O:244 G:None split KNEKKEBRØD SPORT+ 210G WA -> 265(MELLOMBAR SUKKERFRI ) (0.3/s, ETA:21m)
  [1384/1731] ? ann   850: C:89 O:300 G:None split BLACK TEA PEACG&MANGO 20P -> 89(FOREST FRUIT TEA 20P) (0.3/s, ETA:21m)
  [1385/1731] ✓ ann 18049: C:212 O:212 G:345 agree MUSLI BLÅBÆR 630G AXA -> 212(KNEKKEBRØD 220G SIGD) (0.3/s, ETA:21m)
  [1386/1731] ✓ ann 11202: C:39 O:39 G:None agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:21m)
  [1387/1731] ✓ ann 13028: C:227 O:227 G:169 agree PUFFET HAVRE 340G FIRST P -> 227(STORFE ENTRECOTE 180) (0.3/s, ETA:21m)
  [1388/1731] ? ann 24288: C:268 O:None G:None split HAVRE KNEKKEBRØD 300G WAS -> 268(SUPERGRØT KANEL&PUFF) (0.3/s, ETA:21m)
  [1389/1731] ✓ ann 28844: C:244 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:21m)
  [1390/1731] ? ann 33928: C:289 O:349 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 289(OREO O'S FROKOSTBLAN) (0.3/s, ETA:21m)
  [1391/1731] ? ann 33963: C:244 O:52 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:21m)
  [1392/1731] ✓ ann 13229: C:181 O:181 G:None agree CHEERIOS MULTI 375G NESTL -> 181(CHEERIOS HAVRE 375G ) (0.3/s, ETA:21m)
  [1393/1731] ✓ ann  9052: C:72 O:72 G:None agree EGG FRITTGÅENDE L/XL 10ST -> 72(EGG FRITTGÅENDE 12ST) (0.3/s, ETA:21m)
  [1394/1731] ? ann 24239: C:9 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:21m)
  [1395/1731] ? ann 11633: C:2 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:21m)
  [1396/1731] ? ann 21486: C:130 O:349 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:21m)
  [1397/1731] ? ann 16362: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:21m)
  [1398/1731] ✓ ann 15449: C:201 O:201 G:None agree MUSLI ENERGI 675G AXA -> 201(MUSLI FRUKT 700G AXA) (0.3/s, ETA:21m)
  [1399/1731] ✓ ann    90: C:172 O:172 G:None agree FRIELE FROKOST FILTERMALT -> 172(FRIELE INSTANT GULL ) (0.3/s, ETA:20m)
  [1400/1731] ? ann 15913: C:2 O:None G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:20m)
  [1401/1731] ? ann 25542: C:103 O:None G:68 split MAISKAKER POPCORN 125G FR -> 103(EVERGOOD DARK ROAST ) (0.3/s, ETA:20m)
  [1402/1731] ? ann 13495: C:189 O:None G:None split NESQUIK FROKOSTBLANDING 3 -> 189(YELLOW LABEL TEA 25P) (0.3/s, ETA:20m)
  [1403/1731] ✓ ann  3524: C:146 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:20m)
  [1404/1731] ? ann 15371: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:20m)
  [1405/1731] ? ann 19236: C:116 O:246 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:20m)
  [1406/1731] ? ann 19752: C:39 O:38 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:20m)
  [1407/1731] ✓ ann  6355: C:189 O:267 G:267 agree LIPTON ICETEA PEACH PULVE -> 267(EGGEHVITE 500G ELDOR) (0.3/s, ETA:20m)
  [1408/1731] ✓ ann   735: C:49 O:49 G:49 agree ALI MØRKBRENT FILTERMALT  -> 49(EVERGOOD DARK ROAST ) (0.3/s, ETA:20m)
  [1409/1731] ✓ ann  7851: C:224 O:224 G:None agree SOFT FLORA ORIGINAL 540G -> 224(SOFT FLORA LETT 540G) (0.3/s, ETA:20m)
  [1410/1731] ? ann 13971: C:2 O:29 G:None split CHEERIOS HAVRE 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:20m)
  [1411/1731] ✓ ann 10819: C:261 O:308 G:308 agree GRANOLA PEKAN GL.FRI 325G -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:20m)
  [1412/1731] ? ann  8144: C:199 O:175 G:None split SOFT FLORA ORIGINAL 540G -> 199(GREEN CEYLON TE ØKOL) (0.3/s, ETA:20m)
  [1413/1731] ✓ ann 22268: C:109 O:109 G:None agree FIBER BALANCE 230G WASA -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:20m)
  [1414/1731] ? ann 13492: C:116 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:20m)
  [1415/1731] ? ann 24681: C:211 O:271 G:None split LEKSANDS KNEKKE GODT STEK -> 211(BJØRN HAVREMEL 1KG A) (0.3/s, ETA:19m)
  [1416/1731] ✓ ann 32500: C:284 O:284 G:284 agree MELLOMBAR SUKKERFRI M/SJO -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:19m)
  [1417/1731] ✓ ann 18110: C:15 O:15 G:15 agree PUFFET HAVRE 340G FIRST P -> 15(FRUKT MÜSLI 1KG FIRS) (0.3/s, ETA:19m)
  [1418/1731] ? ann  8063: C:None O:72 G:None split EGG FRITTGÅENDE L/XL 10ST -> 72(EGG FRITTGÅENDE 12ST) (0.3/s, ETA:19m)
  [1419/1731] ? ann 33930: C:120 O:349 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 120(TOM&JERRY KJEKS 175G) (0.3/s, ETA:19m)
  [1420/1731] ✓ ann 11436: C:305 O:305 G:305 agree SUPERGRANOLA GLUTENFRI 35 -> 305(GRANOLA KAKAO&BRINGE) (0.3/s, ETA:19m)
  [1421/1731] ? ann 33749: C:186 O:None G:None split FRUKOST FULLKORN 320G WAS -> 186(SUPERGRØT SKOGSBÆR 5) (0.3/s, ETA:19m)
  [1422/1731] ? ann 24337: C:197 O:244 G:None split KNEKKEBRØD SPORT+ 210G WA -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:19m)
  [1423/1731] ? ann 22462: C:39 O:109 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:19m)
  [1424/1731] ? ann 15911: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:19m)
  [1425/1731] ✓ ann  8623: C:6 O:6 G:6 agree GÅRDSEGG M/L 12STK ELDORA -> 6(Eldorado Økologiske ) (0.3/s, ETA:19m)
  [1426/1731] ? ann 25501: C:338 O:246 G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:19m)
  [1427/1731] ? ann 27549: C:86 O:338 G:None split KNEKKEBRØD SPORT+ 210G WA -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:19m)
  [1428/1731] ✓ ann 18605: C:325 O:325 G:246 agree SURDEIG KNEKKEBRØD WASA -> 325(NESCAFE GULL 100G) (0.3/s, ETA:19m)
  [1429/1731] ? ann 19712: C:284 O:349 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:19m)
  [1430/1731] ? ann 24810: C:86 O:338 G:None split KNEKKEBRØD SPORT+ 210G WA -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:19m)
  [1431/1731] ✓ ann   683: C:325 O:325 G:None agree NESCAFE GULL 100G REFILL -> 325(NESCAFE GULL 100G) (0.3/s, ETA:18m)
  [1432/1731] ? ann  8161: C:41 O:283 G:None split GÅRDSEGG EKSTRA STORE 6ST -> 41(VITA HJERTEGO MYK PL) (0.3/s, ETA:18m)
  [1433/1731] ? ann 27569: C:212 O:None G:None split KNEKKEBRØD GODT FOR DEG O -> 212(KNEKKEBRØD 220G SIGD) (0.3/s, ETA:18m)
  [1434/1731] ? ann  9660: C:128 O:48 G:None split SOFT FLORA LETT 235G -> 128(SMØREMYK LETT 400G E) (0.3/s, ETA:18m)
  [1435/1731] ✓ ann 22447: C:345 O:212 G:212 agree KNEKKEBRØD SOLSIKKE GL.FR -> 212(KNEKKEBRØD 220G SIGD) (0.3/s, ETA:18m)
  [1436/1731] ✓ ann 34357: C:338 O:None G:338 agree FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:18m)
  [1437/1731] ✓ ann 10319: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:18m)
  [1438/1731] ✓ ann  2308: C:146 O:146 G:146 agree NESCAFE GOLD ORGANIC&FAIR -> 146(NESCAFE GULL 200G NE) (0.3/s, ETA:18m)
  [1439/1731] ✓ ann  6465: C:325 O:325 G:325 agree NESCAFE GULL 200G NESTLE -> 325(NESCAFE GULL 100G) (0.3/s, ETA:18m)
  [1440/1731] ✓ ann 19012: C:307 O:307 G:307 agree KNEKKEBRØD RUNDA SESAM&HA -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:18m)
  [1441/1731] ? ann 13480: C:289 O:None G:None split NESQUIK FROKOSTBLANDING 3 -> 289(OREO O'S FROKOSTBLAN) (0.3/s, ETA:18m)
  [1442/1731] ? ann  1570: C:325 O:None G:None split NESCAFE GULL 200G NESTLE -> 325(NESCAFE GULL 100G) (0.3/s, ETA:18m)
  [1443/1731] ? ann   525: C:32 O:None G:None split NESCAFE LATTE 144G -> 32(SOLBÆRTODDY 10PK 320) (0.3/s, ETA:18m)
  [1444/1731] ? ann 24017: C:289 O:246 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 289(OREO O'S FROKOSTBLAN) (0.3/s, ETA:18m)
  [1445/1731] ✓ ann 11591: C:97 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:18m)
  [1446/1731] ? ann 13986: C:187 O:None G:None split NESQUIK FROKOSTBLANDING 3 -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:18m)
  [1447/1731] ? ann 21669: C:39 O:265 G:None split FIBER BALANCE 230G WASA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:17m)
  [1448/1731] ✓ ann  2144: C:177 O:177 G:None agree PEPPERMINT&LICORICE URTET -> 177(LEMON TEA GINGER 20P) (0.3/s, ETA:17m)
  [1449/1731] ? ann 12441: C:2 O:None G:None split COCO POPS CHOCOS 330G KEL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:17m)
  [1450/1731] ✗ ann 24271: C:None O:None G:None none  BRUSCHETTE FINE CHEESE MA -> ??? (0.3/s, ETA:17m)
  [1451/1731] ? ann 15212: C:345 O:212 G:None split MUSLI BLÅBÆR 630G AXA -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:17m)
  [1452/1731] ✓ ann 27554: C:349 O:349 G:349 agree HAVRE KNEKKEBRØD 300G WAS -> 349(KNEKKEBRØD SPORT+ 21) (0.3/s, ETA:17m)
  [1453/1731] ✓ ann  8141: C:119 O:119 G:119 agree SOFT FLORA ORIGINAL 540G -> 119(SOFT FLORA STEKE&BAK) (0.3/s, ETA:17m)
  [1454/1731] ✓ ann 10798: C:201 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:17m)
  [1455/1731] ? ann 26259: C:244 O:None G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:17m)
  [1456/1731] ✓ ann  6570: C:325 O:325 G:None agree NESCAFE GOLD KOFFEINFRI 1 -> 325(NESCAFE GULL 100G) (0.3/s, ETA:17m)
  [1457/1731] ? ann  4787: C:126 O:None G:19 split NESCAFE GOLD KOFFEINFRI 1 -> 126(GRANDE INTENSO 16KAP) (0.3/s, ETA:17m)
  [1458/1731] ? ann 24192: C:307 O:None G:None split SANDWICH CHEESE TOMAT&BAS -> 307(MAISKAKER OST 125G F) (0.3/s, ETA:17m)
  [1459/1731] ? ann   532: C:27 O:None G:None split GRØNN TE SITRON 25POS TWI -> 27(YELLOW LABEL TEA 50P) (0.3/s, ETA:17m)
  [1460/1731] ✓ ann 19731: C:132 O:132 G:132 agree FRUKOST KNEKKEBRØD 240G W -> 132(FRUKOST FULLKORN 320) (0.3/s, ETA:17m)
  [1461/1731] ✓ ann 18319: C:47 O:47 G:None agree BERIT GRANOLA M/PUFFET HA -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:17m)
  [1462/1731] ✓ ann 10797: C:187 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:17m)
  [1463/1731] ? ann 13503: C:2 O:181 G:None split CHEERIOS MULTI 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:16m)
